tag_id,plant,unit,instrument_type,criticality,description,manufacturer,model,location,nerc_cip,ferc_regulated,grid_stability
"DIS-022","Southeast Utilities","Distribution","HMI","High","HMI for Distribution operations","Honeywell","HMI-5355","Distribution - Bay 19","true","true","false"
"DIS-023","Southeast Utilities","Distribution","IED","High","IED for Distribution operations","ABB","IED-8626","Distribution - Bay 4","true","true","false"
"DIS-024","Southeast Utilities","Distribution","IED","High","IED for Distribution operations","ABB","IED-6026","Distribution - Bay 17","true","true","false"
"DIS-025","Southeast Utilities","Distribution","Environmental Monitor","High","Environmental Monitor for Distribution operations","GE","EnvironmentalMonitor-7860","Distribution - Bay 3","true","true","false"
"DIS-026","Southeast Utilities","Distribution","Arc Flash Monitor","High","Arc Flash Monitor for Distribution operations","GE","ArcFlashMonitor-6790","Distribution - Bay 7","true","true","false"
"DIS-027","Southeast Utilities","Distribution","SCADA","High","SCADA for Distribution operations","Schneider","SCADA-6282","Distribution - Bay 18","true","true","false"
"DIS-028","Southeast Utilities","Distribution","DMS","High","DMS for Distribution operations","Honeywell","DMS-3281","Distribution - Bay 3","true","true","false"
"DIS-029","Southeast Utilities","Distribution","SCADA","High","SCADA for Distribution operations","Schneider","SCADA-7826","Distribution - Bay 7","true","true","false"
"DIS-030","Southeast Utilities","Distribution","SCADA","High","SCADA for Distribution operations","Siemens","SCADA-5800","Distribution - Bay 8","true","true","false"
"DIS-031","Southeast Utilities","Distribution","RTU","High","RTU for Distribution operations","ABB","RTU-2501","Distribution - Bay 4","true","true","false"
"DIS-032","Southeast Utilities","Distribution","HMI","High","HMI for Distribution operations","GE","HMI-2193","Distribution - Bay 5","true","true","false"
"DIS-033","Southeast Utilities","Distribution","Protection Relay","High","Protection Relay for Distribution operations","GE","ProtectionRelay-4175","Distribution - Bay 3","true","true","false"
"CON-001","Southeast Utilities","Control Center","Arc Flash Monitor","Critical","Arc Flash Monitor for Control Center operations","Schneider","ArcFlashMonitor-8793","Control Center - Bay 16","true","true","true"
"CON-002","Southeast Utilities","Control Center","Arc Flash Monitor","Critical","Arc Flash Monitor for Control Center operations","Honeywell","ArcFlashMonitor-4633","Control Center - Bay 14","true","true","true"
"CON-003","Southeast Utilities","Control Center","DMS","Critical","DMS for Control Center operations","Siemens","DMS-7555","Control Center - Bay 5","true","true","true"
"CON-004","Southeast Utilities","Control Center","SCADA","Critical","SCADA for Control Center operations","GE","SCADA-9846","Control Center - Bay 10","true","true","true"
"CON-005","Southeast Utilities","Control Center","IED","Critical","IED for Control Center operations","Siemens","IED-3220","Control Center - Bay 19","true","true","true"
"CON-006","Southeast Utilities","Control Center","EMS","Critical","EMS for Control Center operations","GE","EMS-5806","Control Center - Bay 3","true","true","true"
"CON-007","Southeast Utilities","Control Center","Arc Flash Monitor","Critical","Arc Flash Monitor for Control Center operations","Honeywell","ArcFlashMonitor-7321","Control Center - Bay 18","true","true","true"
"CON-008","Southeast Utilities","Control Center","DMS","Critical","DMS for Control Center operations","Schneider","DMS-9357","Control Center - Bay 4","true","true","true"
"CON-009","Southeast Utilities","Control Center","DMS","Critical","DMS for Control Center operations","Honeywell","DMS-8455","Control Center - Bay 15","true","true","true"
"CON-010","Southeast Utilities","Control Center","RTU","Critical","RTU for Control Center operations","Honeywell","RTU-9994","Control Center - Bay 2","true","true","true"
"CON-011","Southeast Utilities","Control Center","Environmental Monitor","Critical","Environmental Monitor for Control Center operations","Honeywell","EnvironmentalMonitor-8006","Control Center - Bay 2","true","true","true"
"CON-012","Southeast Utilities","Control Center","Arc Flash Monitor","Critical","Arc Flash Monitor for Control Center operations","ABB","ArcFlashMonitor-2835","Control Center - Bay 13","true","true","true"
"CON-013","Southeast Utilities","Control Center","HMI","Critical","HMI for Control Center operations","Schneider","HMI-4559","Control Center - Bay 6","true","true","true"
"CON-014","Southeast Utilities","Control Center","IED","Critical","IED for Control Center operations","Siemens","IED-9206","Control Center - Bay 16","true","true","true"
"CON-015","Southeast Utilities","Control Center","Arc Flash Monitor","Critical","Arc Flash Monitor for Control Center operations","Siemens","ArcFlashMonitor-7464","Control Center - Bay 11","true","true","true"
"CON-016","Southeast Utilities","Control Center","Grid Controller","Critical","Grid Controller for Control Center operations","ABB","GridController-8922","Control Center - Bay 1","true","true","true"
"CON-017","Southeast Utilities","Control Center","SCADA","Critical","SCADA for Control Center operations","Honeywell","SCADA-3561","Control Center - Bay 2","true","true","true"
"CON-018","Southeast Utilities","Control Center","RTU","Critical","RTU for Control Center operations","Honeywell","RTU-4097","Control Center - Bay 5","true","true","true"
"CON-019","Southeast Utilities","Control Center","EMS","Critical","EMS for Control Center operations","GE","EMS-2461","Control Center - Bay 1","true","true","true"
"CON-020","Southeast Utilities","Control Center","Grid Controller","Critical","Grid Controller for Control Center operations","Siemens","GridController-7748","Control Center - Bay 8","true","true","true"
"CON-021","Southeast Utilities","Control Center","SCADA","Critical","SCADA for Control Center operations","Honeywell","SCADA-5288","Control Center - Bay 7","true","true","true"
"CON-022","Southeast Utilities","Control Center","Arc Flash Monitor","Critical","Arc Flash Monitor for Control Center operations","GE","ArcFlashMonitor-7579","Control Center - Bay 19","true","true","true"
"CON-023","Southeast Utilities","Control Center","EMS","Critical","EMS for Control Center operations","ABB","EMS-6897","Control Center - Bay 19","true","true","true"
"CON-024","Southeast Utilities","Control Center","SCADA","Critical","SCADA for Control Center operations","Honeywell","SCADA-1369","Control Center - Bay 4","true","true","true"
"CON-025","Southeast Utilities","Control Center","Environmental Monitor","Critical","Environmental Monitor for Control Center operations","Siemens","EnvironmentalMonitor-1633","Control Center - Bay 9","true","true","true"
"CON-026","Southeast Utilities","Control Center","Grid Controller","Critical","Grid Controller for Control Center operations","GE","GridController-8967","Control Center - Bay 6","true","true","true"
"CON-027","Southeast Utilities","Control Center","Arc Flash Monitor","Critical","Arc Flash Monitor for Control Center operations","GE","ArcFlashMonitor-3734","Control Center - Bay 14","true","true","true"
"CON-028","Southeast Utilities","Control Center","Environmental Monitor","Critical","Environmental Monitor for Control Center operations","ABB","EnvironmentalMonitor-8857","Control Center - Bay 6","true","true","true"
"CON-029","Southeast Utilities","Control Center","SCADA","Critical","SCADA for Control Center operations","ABB","SCADA-7938","Control Center - Bay 20","true","true","true"
"CON-030","Southeast Utilities","Control Center","Arc Flash Monitor","Critical","Arc Flash Monitor for Control Center operations","GE","ArcFlashMonitor-4801","Control Center - Bay 6","true","true","true"
"CON-031","Southeast Utilities","Control Center","DMS","Critical","DMS for Control Center operations","GE","DMS-1172","Control Center - Bay 10","true","true","true"
"CON-032","Southeast Utilities","Control Center","Environmental Monitor","Critical","Environmental Monitor for Control Center operations","Schneider","EnvironmentalMonitor-1336","Control Center - Bay 15","true","true","true"
"CON-033","Southeast Utilities","Control Center","RTU","Critical","RTU for Control Center operations","ABB","RTU-6664","Control Center - Bay 3","true","true","true"
"CON-034","Southeast Utilities","Control Center","Environmental Monitor","Critical","Environmental Monitor for Control Center operations","Siemens","EnvironmentalMonitor-3299","Control Center - Bay 13","true","true","true"
"CON-035","Southeast Utilities","Control Center","IED","Critical","IED for Control Center operations","GE","IED-5306","Control Center - Bay 13","true","true","true"
"CON-036","Southeast Utilities","Control Center","SCADA","Critical","SCADA for Control Center operations","ABB","SCADA-6881","Control Center - Bay 19","true","true","true"
"CON-037","Southeast Utilities","Control Center","SCADA","Critical","SCADA for Control Center operations","ABB","SCADA-7761","Control Center - Bay 16","true","true","true"
"CON-038","Southeast Utilities","Control Center","Environmental Monitor","Critical","Environmental Monitor for Control Center operations","Siemens","EnvironmentalMonitor-2130","Control Center - Bay 13","true","true","true"
"CON-039","Southeast Utilities","Control Center","EMS","Critical","EMS for Control Center operations","Schneider","EMS-6112","Control Center - Bay 13","true","true","true"
"CON-040","Southeast Utilities","Control Center","HMI","Critical","HMI for Control Center operations","GE","HMI-6384","Control Center - Bay 14","true","true","true"
"CON-041","Southeast Utilities","Control Center","HMI","Critical","HMI for Control Center operations","GE","HMI-2712","Control Center - Bay 4","true","true","true"
"CON-042","Southeast Utilities","Control Center","Grid Controller","Critical","Grid Controller for Control Center operations","ABB","GridController-3901","Control Center - Bay 2","true","true","true"
"CON-043","Southeast Utilities","Control Center","EMS","Critical","EMS for Control Center operations","Siemens","EMS-1936","Control Center - Bay 6","true","true","true"
"CON-044","Southeast Utilities","Control Center","Protection Relay","Critical","Protection Relay for Control Center operations","GE","ProtectionRelay-8585","Control Center - Bay 7","true","true","true"
"CON-045","Southeast Utilities","Control Center","IED","Critical","IED for Control Center operations","Siemens","IED-9419","Control Center - Bay 6","true","true","true"
"CON-046","Southeast Utilities","Control Center","HMI","Critical","HMI for Control Center operations","ABB","HMI-1536","Control Center - Bay 20","true","true","true"
"CON-047","Southeast Utilities","Control Center","RTU","Critical","RTU for Control Center operations","Schneider","RTU-5250","Control Center - Bay 20","true","true","true"
"CON-048","Southeast Utilities","Control Center","Protection Relay","Critical","Protection Relay for Control Center operations","Schneider","ProtectionRelay-8825","Control Center - Bay 14","true","true","true"
"CON-049","Southeast Utilities","Control Center","Grid Controller","Critical","Grid Controller for Control Center operations","Honeywell","GridController-7308","Control Center - Bay 13","true","true","true"
"CON-050","Southeast Utilities","Control Center","DMS","Critical","DMS for Control Center operations","Siemens","DMS-3874","Control Center - Bay 8","true","true","true"
"CON-051","Southeast Utilities","Control Center","Grid Controller","Critical","Grid Controller for Control Center operations","Siemens","GridController-9951","Control Center - Bay 19","true","true","true"
"CON-052","Southeast Utilities","Control Center","HMI","Critical","HMI for Control Center operations","Honeywell","HMI-1710","Control Center - Bay 7","true","true","true"
"CON-053","Southeast Utilities","Control Center","Grid Controller","Critical","Grid Controller for Control Center operations","Schneider","GridController-3614","Control Center - Bay 14","true","true","true"
"CON-054","Southeast Utilities","Control Center","Protection Relay","Critical","Protection Relay for Control Center operations","Siemens","ProtectionRelay-4256","Control Center - Bay 6","true","true","true"
"CON-055","Southeast Utilities","Control Center","HMI","Critical","HMI for Control Center operations","Siemens","HMI-6334","Control Center - Bay 5","true","true","true"
"CON-056","Southeast Utilities","Control Center","DMS","Critical","DMS for Control Center operations","Siemens","DMS-2044","Control Center - Bay 3","true","true","true"
"SUB-001","Southeast Utilities","Substation","RTU","High","RTU for Substation operations","GE","RTU-2547","Substation - Bay 5","true","true","false"
"SUB-002","Southeast Utilities","Substation","Grid Controller","High","Grid Controller for Substation operations","Siemens","GridController-1548","Substation - Bay 18","true","true","false"
"SUB-003","Southeast Utilities","Substation","HMI","High","HMI for Substation operations","Honeywell","HMI-1330","Substation - Bay 3","true","true","false"
"SUB-004","Southeast Utilities","Substation","RTU","High","RTU for Substation operations","Honeywell","RTU-9064","Substation - Bay 7","true","true","false"
"SUB-005","Southeast Utilities","Substation","IED","High","IED for Substation operations","ABB","IED-7075","Substation - Bay 17","true","true","false"
"SUB-006","Southeast Utilities","Substation","IED","High","IED for Substation operations","Siemens","IED-6549","Substation - Bay 5","true","true","false"
"SUB-007","Southeast Utilities","Substation","SCADA","High","SCADA for Substation operations","GE","SCADA-3849","Substation - Bay 2","true","true","false"
"SUB-008","Southeast Utilities","Substation","HMI","High","HMI for Substation operations","Schneider","HMI-3840","Substation - Bay 20","true","true","false"
"SUB-009","Southeast Utilities","Substation","IED","High","IED for Substation operations","GE","IED-6238","Substation - Bay 18","true","true","false"
"SUB-010","Southeast Utilities","Substation","Grid Controller","High","Grid Controller for Substation operations","Honeywell","GridController-3302","Substation - Bay 2","true","true","false"
"SUB-011","Southeast Utilities","Substation","SCADA","High","SCADA for Substation operations","GE","SCADA-2587","Substation - Bay 15","true","true","false"
"SUB-012","Southeast Utilities","Substation","HMI","High","HMI for Substation operations","ABB","HMI-6523","Substation - Bay 20","true","true","false"
"SUB-013","Southeast Utilities","Substation","Protection Relay","High","Protection Relay for Substation operations","Honeywell","ProtectionRelay-3179","Substation - Bay 11","true","true","false"
"SUB-014","Southeast Utilities","Substation","SCADA","High","SCADA for Substation operations","GE","SCADA-4919","Substation - Bay 17","true","true","false"
"SUB-015","Southeast Utilities","Substation","RTU","High","RTU for Substation operations","Honeywell","RTU-7128","Substation - Bay 19","true","true","false"
"SUB-016","Southeast Utilities","Substation","HMI","High","HMI for Substation operations","Schneider","HMI-4471","Substation - Bay 18","true","true","false"
"SUB-017","Southeast Utilities","Substation","SCADA","High","SCADA for Substation operations","GE","SCADA-3314","Substation - Bay 10","true","true","false"
"SUB-018","Southeast Utilities","Substation","IED","High","IED for Substation operations","Siemens","IED-1766","Substation - Bay 1","true","true","false"
"SUB-019","Southeast Utilities","Substation","DMS","High","DMS for Substation operations","Honeywell","DMS-4171","Substation - Bay 2","true","true","false"
"SUB-020","Southeast Utilities","Substation","Environmental Monitor","High","Environmental Monitor for Substation operations","Siemens","EnvironmentalMonitor-9449","Substation - Bay 1","true","true","false"
"SUB-021","Southeast Utilities","Substation","Environmental Monitor","High","Environmental Monitor for Substation operations","Schneider","EnvironmentalMonitor-4070","Substation - Bay 20","true","true","false"
"SUB-022","Southeast Utilities","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","Schneider","ArcFlashMonitor-9139","Substation - Bay 5","true","true","false"
"SUB-023","Southeast Utilities","Substation","EMS","High","EMS for Substation operations","Honeywell","EMS-1872","Substation - Bay 4","true","true","false"
"SUB-024","Southeast Utilities","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","ABB","ArcFlashMonitor-7105","Substation - Bay 20","true","true","false"
"SUB-025","Southeast Utilities","Substation","EMS","High","EMS for Substation operations","Schneider","EMS-4728","Substation - Bay 18","true","true","false"
"SUB-026","Southeast Utilities","Substation","Grid Controller","High","Grid Controller for Substation operations","ABB","GridController-9075","Substation - Bay 18","true","true","false"
"SUB-027","Southeast Utilities","Substation","IED","High","IED for Substation operations","Honeywell","IED-4668","Substation - Bay 11","true","true","false"
"SUB-028","Southeast Utilities","Substation","DMS","High","DMS for Substation operations","Schneider","DMS-9245","Substation - Bay 17","true","true","false"
"SUB-029","Southeast Utilities","Substation","Protection Relay","High","Protection Relay for Substation operations","Schneider","ProtectionRelay-2256","Substation - Bay 19","true","true","false"
"SUB-030","Southeast Utilities","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","Honeywell","ArcFlashMonitor-8060","Substation - Bay 18","true","true","false"
"SUB-031","Southeast Utilities","Substation","SCADA","High","SCADA for Substation operations","Siemens","SCADA-7359","Substation - Bay 17","true","true","false"
"SUB-032","Southeast Utilities","Substation","DMS","High","DMS for Substation operations","Schneider","DMS-6951","Substation - Bay 1","true","true","false"
"SUB-033","Southeast Utilities","Substation","IED","High","IED for Substation operations","Honeywell","IED-7034","Substation - Bay 4","true","true","false"
"SUB-034","Southeast Utilities","Substation","Grid Controller","High","Grid Controller for Substation operations","Schneider","GridController-3401","Substation - Bay 1","true","true","false"
"SUB-035","Southeast Utilities","Substation","HMI","High","HMI for Substation operations","Schneider","HMI-6845","Substation - Bay 9","true","true","false"
"SUB-036","Southeast Utilities","Substation","HMI","High","HMI for Substation operations","Schneider","HMI-2647","Substation - Bay 19","true","true","false"
"SUB-037","Southeast Utilities","Substation","EMS","High","EMS for Substation operations","Schneider","EMS-3261","Substation - Bay 14","true","true","false"
"SUB-038","Southeast Utilities","Substation","Protection Relay","High","Protection Relay for Substation operations","ABB","ProtectionRelay-6531","Substation - Bay 16","true","true","false"
"SUB-039","Southeast Utilities","Substation","EMS","High","EMS for Substation operations","Schneider","EMS-5586","Substation - Bay 5","true","true","false"
"SUB-040","Southeast Utilities","Substation","HMI","High","HMI for Substation operations","Honeywell","HMI-1135","Substation - Bay 19","true","true","false"
"SUB-041","Southeast Utilities","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","Honeywell","ArcFlashMonitor-8550","Substation - Bay 9","true","true","false"
"SUB-042","Southeast Utilities","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","Siemens","ArcFlashMonitor-8575","Substation - Bay 5","true","true","false"
"SUB-043","Southeast Utilities","Substation","Environmental Monitor","High","Environmental Monitor for Substation operations","Schneider","EnvironmentalMonitor-8360","Substation - Bay 3","true","true","false"
"SUB-044","Southeast Utilities","Substation","DMS","High","DMS for Substation operations","Honeywell","DMS-9782","Substation - Bay 20","true","true","false"
"SUB-045","Southeast Utilities","Substation","Protection Relay","High","Protection Relay for Substation operations","Schneider","ProtectionRelay-6231","Substation - Bay 20","true","true","false"
"SUB-046","Southeast Utilities","Substation","Environmental Monitor","High","Environmental Monitor for Substation operations","Schneider","EnvironmentalMonitor-6608","Substation - Bay 12","true","true","false"
"SUB-047","Southeast Utilities","Substation","IED","High","IED for Substation operations","Siemens","IED-3943","Substation - Bay 13","true","true","false"
"SUB-048","Southeast Utilities","Substation","SCADA","High","SCADA for Substation operations","Siemens","SCADA-1508","Substation - Bay 7","true","true","false"
"SUB-049","Southeast Utilities","Substation","RTU","High","RTU for Substation operations","Siemens","RTU-4766","Substation - Bay 2","true","true","false"
"SUB-050","Southeast Utilities","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","Honeywell","ArcFlashMonitor-4156","Substation - Bay 1","true","true","false"
"SUB-051","Southeast Utilities","Substation","EMS","High","EMS for Substation operations","Schneider","EMS-4785","Substation - Bay 11","true","true","false"
"SUB-052","Southeast Utilities","Substation","Protection Relay","High","Protection Relay for Substation operations","Siemens","ProtectionRelay-8388","Substation - Bay 16","true","true","false"
"SUB-053","Southeast Utilities","Substation","DMS","High","DMS for Substation operations","ABB","DMS-9637","Substation - Bay 14","true","true","false"
"SUB-054","Southeast Utilities","Substation","Grid Controller","High","Grid Controller for Substation operations","ABB","GridController-5191","Substation - Bay 7","true","true","false"
"SUB-055","Southeast Utilities","Substation","RTU","High","RTU for Substation operations","GE","RTU-8147","Substation - Bay 12","true","true","false"
"SUB-056","Southeast Utilities","Substation","RTU","High","RTU for Substation operations","Schneider","RTU-5683","Substation - Bay 20","true","true","false"
"SUB-057","Southeast Utilities","Substation","RTU","High","RTU for Substation operations","Schneider","RTU-4132","Substation - Bay 10","true","true","false"
"SUB-058","Southeast Utilities","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","Siemens","ArcFlashMonitor-3169","Substation - Bay 17","true","true","false"
"SUB-059","Southeast Utilities","Substation","Grid Controller","High","Grid Controller for Substation operations","ABB","GridController-6836","Substation - Bay 13","true","true","false"
"SUB-060","Southeast Utilities","Substation","Protection Relay","High","Protection Relay for Substation operations","ABB","ProtectionRelay-3537","Substation - Bay 18","true","true","false"
"SUB-061","Southeast Utilities","Substation","IED","High","IED for Substation operations","Honeywell","IED-1025","Substation - Bay 5","true","true","false"
"SUB-062","Southeast Utilities","Substation","Grid Controller","High","Grid Controller for Substation operations","ABB","GridController-4322","Substation - Bay 3","true","true","false"
"SUB-063","Southeast Utilities","Substation","Arc Flash Monitor","High","Arc Flash Monitor for Substation operations","GE","ArcFlashMonitor-7498","Substation - Bay 19","true","true","false"
"SUB-064","Southeast Utilities","Substation","RTU","High","RTU for Substation operations","ABB","RTU-7741","Substation - Bay 9","true","true","false"
"SUB-065","Southeast Utilities","Substation","Protection Relay","High","Protection Relay for Substation operations","Siemens","ProtectionRelay-5933","Substation - Bay 6","true","true","false"
"SUB-066","Southeast Utilities","Substation","Protection Relay","High","Protection Relay for Substation operations","ABB","ProtectionRelay-9983","Substation - Bay 14","true","true","false"
"SUB-067","Southeast Utilities","Substation","HMI","High","HMI for Substation operations","Schneider","HMI-3914","Substation - Bay 12","true","true","false"
"SUB-068","Southeast Utilities","Substation","Protection Relay","High","Protection Relay for Substation operations","Honeywell","ProtectionRelay-5157","Substation - Bay 1","true","true","false"
"SUB-069","Southeast Utilities","Substation","Grid Controller","High","Grid Controller for Substation operations","Siemens","GridController-5115","Substation - Bay 1","true","true","false"
"SUB-070","Southeast Utilities","Substation","EMS","High","EMS for Substation operations","Siemens","EMS-6926","Substation - Bay 11","true","true","false"
"SUB-071","Southeast Utilities","Substation","IED","High","IED for Substation operations","GE","IED-1330","Substation - Bay 8","true","true","false"
"SUB-072","Southeast Utilities","Substation","RTU","High","RTU for Substation operations","ABB","RTU-2884","Substation - Bay 15","true","true","false"
"SUB-073","Southeast Utilities","Substation","HMI","High","HMI for Substation operations","Honeywell","HMI-1170","Substation - Bay 17","true","true","false"
"SUB-074","Southeast Utilities","Substation","DMS","High","DMS for Substation operations","Schneider","DMS-3251","Substation - Bay 3","true","true","false"
"SUB-075","Southeast Utilities","Substation","HMI","High","HMI for Substation operations","ABB","HMI-3997","Substation - Bay 20","true","true","false"
"SUB-076","Southeast Utilities","Substation","Environmental Monitor","High","Environmental Monitor for Substation operations","GE","EnvironmentalMonitor-7975","Substation - Bay 12","true","true","false"
"SUB-077","Southeast Utilities","Substation","IED","High","IED for Substation operations","Schneider","IED-8830","Substation - Bay 18","true","true","false"
"SUB-078","Southeast Utilities","Substation","Environmental Monitor","High","Environmental Monitor for Substation operations","GE","EnvironmentalMonitor-4367","Substation - Bay 5","true","true","false"
"SUB-079","Southeast Utilities","Substation","Protection Relay","High","Protection Relay for Substation operations","Honeywell","ProtectionRelay-1301","Substation - Bay 15","true","true","false"
"ENV-001","Southeast Utilities","Environmental Controls","EMS","Medium","EMS for Environmental Controls operations","Schneider","EMS-5606","Environmental Controls - Bay 12","true","false","false"
"ENV-002","Southeast Utilities","Environmental Controls","IED","Medium","IED for Environmental Controls operations","GE","IED-3721","Environmental Controls - Bay 1","true","false","false"
"ENV-003","Southeast Utilities","Environmental Controls","RTU","Medium","RTU for Environmental Controls operations","Honeywell","RTU-9093","Environmental Controls - Bay 17","true","false","false"
"ENV-004","Southeast Utilities","Environmental Controls","EMS","Medium","EMS for Environmental Controls operations","Schneider","EMS-8979","Environmental Controls - Bay 9","true","false","false"
"ENV-005","Southeast Utilities","Environmental Controls","HMI","Medium","HMI for Environmental Controls operations","GE","HMI-6838","Environmental Controls - Bay 13","true","false","false"
"ENV-006","Southeast Utilities","Environmental Controls","SCADA","Medium","SCADA for Environmental Controls operations","ABB","SCADA-5512","Environmental Controls - Bay 8","true","false","false"
"ENV-007","Southeast Utilities","Environmental Controls","EMS","Medium","EMS for Environmental Controls operations","GE","EMS-9835","Environmental Controls - Bay 7","true","false","false"
"ENV-008","Southeast Utilities","Environmental Controls","Grid Controller","Medium","Grid Controller for Environmental Controls operations","Schneider","GridController-4777","Environmental Controls - Bay 12","true","false","false"
"ENV-009","Southeast Utilities","Environmental Controls","IED","Medium","IED for Environmental Controls operations","Siemens","IED-6828","Environmental Controls - Bay 10","true","false","false"
"ENV-010","Southeast Utilities","Environmental Controls","EMS","Medium","EMS for Environmental Controls operations","Siemens","EMS-1135","Environmental Controls - Bay 11","true","false","false"
"ENV-011","Southeast Utilities","Environmental Controls","Arc Flash Monitor","Medium","Arc Flash Monitor for Environmental Controls operations","Honeywell","ArcFlashMonitor-8204","Environmental Controls - Bay 7","true","false","false"
"ENV-012","Southeast Utilities","Environmental Controls","Grid Controller","Medium","Grid Controller for Environmental Controls operations","Schneider","GridController-9157","Environmental Controls - Bay 16","true","false","false"
"ENV-013","Southeast Utilities","Environmental Controls","DMS","Medium","DMS for Environmental Controls operations","Siemens","DMS-9666","Environmental Controls - Bay 5","true","false","false"
"ENV-014","Southeast Utilities","Environmental Controls","Arc Flash Monitor","Medium","Arc Flash Monitor for Environmental Controls operations","Honeywell","ArcFlashMonitor-3050","Environmental Controls - Bay 11","true","false","false"
"ENV-015","Southeast Utilities","Environmental Controls","EMS","Medium","EMS for Environmental Controls operations","ABB","EMS-5748","Environmental Controls - Bay 17","true","false","false"
"ENV-016","Southeast Utilities","Environmental Controls","Protection Relay","Medium","Protection Relay for Environmental Controls operations","GE","ProtectionRelay-6775","Environmental Controls - Bay 12","true","false","false"
"ENV-017","Southeast Utilities","Environmental Controls","DMS","Medium","DMS for Environmental Controls operations","GE","DMS-2579","Environmental Controls - Bay 15","true","false","false"
"ENV-018","Southeast Utilities","Environmental Controls","RTU","Medium","RTU for Environmental Controls operations","Siemens","RTU-4425","Environmental Controls - Bay 11","true","false","false"
"ENV-019","Southeast Utilities","Environmental Controls","HMI","Medium","HMI for Environmental Controls operations","Honeywell","HMI-7460","Environmental Controls - Bay 6","true","false","false"
"ENV-020","Southeast Utilities","Environmental Controls","IED","Medium","IED for Environmental Controls operations","Schneider","IED-2464","Environmental Controls - Bay 4","true","false","false"
"ENV-021","Southeast Utilities","Environmental Controls","IED","Medium","IED for Environmental Controls operations","Honeywell","IED-6626","Environmental Controls - Bay 20","true","false","false"
"ENV-022","Southeast Utilities","Environmental Controls","Arc Flash Monitor","Medium","Arc Flash Monitor for Environmental Controls operations","GE","ArcFlashMonitor-7885","Environmental Controls - Bay 17","true","false","false"
"ENV-023","Southeast Utilities","Environmental Controls","RTU","Medium","RTU for Environmental Controls operations","GE","RTU-1472","Environmental Controls - Bay 6","true","false","false"
"ENV-024","Southeast Utilities","Environmental Controls","SCADA","Medium","SCADA for Environmental Controls operations","Schneider","SCADA-4884","Environmental Controls - Bay 14","true","false","false"
"ENV-025","Southeast Utilities","Environmental Controls","DMS","Medium","DMS for Environmental Controls operations","Schneider","DMS-1483","Environmental Controls - Bay 18","true","false","false"
"ENV-026","Southeast Utilities","Environmental Controls","Arc Flash Monitor","Medium","Arc Flash Monitor for Environmental Controls operations","GE","ArcFlashMonitor-7616","Environmental Controls - Bay 8","true","false","false"
"ENV-027","Southeast Utilities","Environmental Controls","SCADA","Medium","SCADA for Environmental Controls operations","Honeywell","SCADA-3921","Environmental Controls - Bay 7","true","false","false"
"ENV-028","Southeast Utilities","Environmental Controls","EMS","Medium","EMS for Environmental Controls operations","Honeywell","EMS-5730","Environmental Controls - Bay 5","true","false","false"
"ENV-029","Southeast Utilities","Environmental Controls","HMI","Medium","HMI for Environmental Controls operations","Schneider","HMI-3133","Environmental Controls - Bay 20","true","false","false"
"ENV-030","Southeast Utilities","Environmental Controls","SCADA","Medium","SCADA for Environmental Controls operations","Honeywell","SCADA-1317","Environmental Controls - Bay 3","true","false","false"
"ENV-031","Southeast Utilities","Environmental Controls","Arc Flash Monitor","Medium","Arc Flash Monitor for Environmental Controls operations","Honeywell","ArcFlashMonitor-4870","Environmental Controls - Bay 4","true","false","false"
"ENV-032","Southeast Utilities","Environmental Controls","RTU","Medium","RTU for Environmental Controls operations","Schneider","RTU-2505","Environmental Controls - Bay 6","true","false","false"
"ENV-033","Southeast Utilities","Environmental Controls","Protection Relay","Medium","Protection Relay for Environmental Controls operations","Siemens","ProtectionRelay-1709","Environmental Controls - Bay 13","true","false","false"
"ENV-034","Southeast Utilities","Environmental Controls","SCADA","Medium","SCADA for Environmental Controls operations","Honeywell","SCADA-6103","Environmental Controls - Bay 2","true","false","false"
"ENV-035","Southeast Utilities","Environmental Controls","Arc Flash Monitor","Medium","Arc Flash Monitor for Environmental Controls operations","ABB","ArcFlashMonitor-5860","Environmental Controls - Bay 18","true","false","false"
"ENV-036","Southeast Utilities","Environmental Controls","Arc Flash Monitor","Medium","Arc Flash Monitor for Environmental Controls operations","ABB","ArcFlashMonitor-2636","Environmental Controls - Bay 19","true","false","false"
"ENV-037","Southeast Utilities","Environmental Controls","Grid Controller","Medium","Grid Controller for Environmental Controls operations","Siemens","GridController-2457","Environmental Controls - Bay 3","true","false","false"
"ENV-038","Southeast Utilities","Environmental Controls","IED","Medium","IED for Environmental Controls operations","GE","IED-6921","Environmental Controls - Bay 12","true","false","false"
"ENV-039","Southeast Utilities","Environmental Controls","EMS","Medium","EMS for Environmental Controls operations","Honeywell","EMS-4099","Environmental Controls - Bay 11","true","false","false"
"ENV-040","Southeast Utilities","Environmental Controls","DMS","Medium","DMS for Environmental Controls operations","Schneider","DMS-4766","Environmental Controls - Bay 4","true","false","false"
